,Code,Property_Location,Mailing Address
2875,1517_282_6.215,20 MARIGOLD LANE,20 MARIGOLD LN
2876,1517_282_6.216,18 MARIGOLD LANE,18 MARIGOLD LN
2877,1517_282_6.217,16 MARIGOLD LANE,16 MARIGOLD LN
2878,1517_282_6.218,29 MARIGOLD LANE,29 MARIGOLD LN
2879,1517_282_6.219,31 MARIGOLD LANE,31 MARIGOLD LN
2880,1517_282_6.220,33 MARIGOLD LANE,33 MARIGOLD LN
2881,1517_282_6.222,37 MARIGOLD LANE,37 MARIGOLD LN
2882,1517_282_6.223,39 MARIGOLD LANE,39 MARIGOLD LN
2883,1517_282_6.224,41 MARIGOLD LANE,41 MARIGOLD LN
2884,1517_282_6.225,43 MARIGOLD LANE,43 MARIGOLD LN
2885,1517_282_6.226,45 MARIGOLD LANE,45 MARIGOLD LN
2886,1517_282_6.227,47 MARIGOLD LANE,47 MARIGOLD LN
2887,1517_282_6.228,49 MARIGOLD LANE,49 MARIGOLD LN
2888,1517_282_6.229,51 MARIGOLD LANE,51 MARIGOLD LN
2889,1517_282_6.230,53 MARIGOLD LANE,6 SLEEPY HOLLOW DR
2890,1517_282_6.231,55 MARIGOLD LANE,55 MARIGOLD LN
2891,1517_282_6.232,57 MARIGOLD LANE,57 MARIGOLD LN
2892,1517_282_6.233,63 BRIARWOOD DRIVE,63 BRIARWOOD DR
2893,1517_282_6.234,65 BRIARWOOD DRIVE,65 BRIARWOOD DR
2894,1517_282_6.235,69 BRIARWOOD DRIVE,69 BRIARWOOD DR
2895,1517_282_6.236,75 BRIARWOOD DRIVE,75 BRIARWOOD DR
2896,1517_282_6.237,81 BRIARWOOD DRIVE,81 BRIARWOOD DR
2897,1517_282_6.238,83 BRIARWOOD DRIVE,83 BRIARWOOD DR
2898,1517_282_6.239,85 BRIARWOOD DRIVE,85 BRIARWOOD DR
2899,1517_282_6.240,87 BRIARWOOD DRIVE,87 BRIARWOOD DR
2900,1517_282_6.241,89 BRIARWOOD DRIVE,89 BRIARWOOD DR
2901,1517_282_6.242,91 BRIARWOOD DRIVE,91 BRIARWOOD DR
2902,1517_282_6.243,93 BRIARWOOD DRIVE,93 BRIARWOOD DR
2903,1517_282_6.244,95 BRIARWOOD DRIVE,95 BRIARWOOD DR
2904,1517_282_6.245,97 BRIARWOOD DRIVE,97 BRIARWOOD DR
2905,1517_282_6.246,99 BRIARWOOD DRIVE,99 BRIARWOOD DR
2906,1517_282_6.247,101 BRIARWOOD DRIVE,101 BRIARWOOD DR
2907,1517_282_6.248,103 BRIARWOOD DRIVE,103 BRIARWOOD DR
2908,1517_282_6.249,105 BRIARWOOD DRIVE,105 BRIARWOOD PL
2909,1517_282_6.250,107 BRIARWOOD DRIVE,107 BRIARWOOD DR
2910,1517_282_6.251,109 BRIARWOOD DRIVE,109 BRIARWOOD DR
2911,1517_282.01_8.02,EAST OTIS BOG ROAD,16 ROCKY ROAD
2912,1517_282.02_2,29 HARVEST WAY,29 HARVEST WAY
2913,1517_282.02_3,27 HARVEST WAY,27 HARVEST WAY
2914,1517_282.02_4,25 HARVEST WAY,25 HARVEST WAY
2915,1517_282.02_6,21 HARVEST WAY,21 HARVEST WAY
2916,1517_282.02_7,19 HARVEST WAY,19 HARVEST WAY
2917,1517_282.02_9,15 HARVEST WAY,15 HARVEST WAY
2918,1517_282.02_10,13 HARVEST WAY,13 HARVEST WAY
2919,1517_282.02_11,11 HARVEST WAY,11 HARVEST WAY
2920,1517_282.02_12,9 HARVEST WAY,9 HARVEST WAY
2921,1517_282.02_13,7 HARVEST WAY,7 HARVEST WAY
2922,1517_282.02_14,5 HARVEST WAY,5 HARVEST WAY
2923,1517_282.02_15,3 HARVEST WAY,3 HARVEST WAY
2924,1517_282.02_17,43 VICARI WAY,43 VICARI WAY
2925,1517_282.02_18,41 VICARI WAY,41 VICARI WAY
2926,1517_282.02_19,39 VICARI WAY,39 VICARI WAY
2927,1517_282.02_20,37 VICARI WAY,37 VICARI WAY
2928,1517_282.02_22,31 VICARI WAY,31 VICARI WAY
2929,1517_282.02_24,27 VICARI WAY,27 VACARI WAY
2930,1517_282.02_26,23 VICARI WAY,23 VICARI WAY
2931,1517_282.02_27,21 VICARI WAY,21 VICARI WAY
2932,1517_282.02_28,19 VICARI WAY,19 VICARI WAY
2933,1517_282.02_29,15 VICARI WAY,15 VICARI WAY
2934,1517_282.02_30,11 VICARI WAY,11 VICARI WAY
2935,1517_282.03_1,30 HARVEST WAY,8 CROSS CREEK DR
2936,1517_282.03_3,26 HARVEST WAY,26 HARVEST WAY
2937,1517_282.03_4,24 HARVEST WAY,24 HARVEST WAY
2938,1517_282.03_5,22 HARVEST WAY,22 HARVEST WAY
2939,1517_282.03_6,20 HARVEST WAY,20 HARVEST WAY
2940,1517_282.03_7,18 HARVEST WAY,18 HARVEST WAY
2941,1517_282.03_10,12 HARVEST WAY,12 HARVEST WAY
2942,1517_282.03_11,10 HARVEST WAY,10 HARVEST WAY
2943,1517_282.03_12,8 HARVEST WAY,8 HARVEST WAY
2944,1517_282.03_13,6 HARVEST WAY,3217 S DECKER LAKE DR
2945,1517_282.03_14,4 HARVEST WAY,4 HARVEST WAY
2946,1517_282.03_16,20 HANNAH PLACE,20 HANNAH PL
2947,1517_282.03_17,18 HANNAH PLACE,403 CORAL ST
2948,1517_282.03_18,16 HANNAH PLACE,16 HANNAH PL
2949,1517_282.03_19,14 HANNAH PLACE,14 HANNAH PL
2950,1517_282.03_20,12 HANNAH PLACE,12 HANNAH PL
2951,1517_282.03_21,10 HANNAH PLACE,10 HANNAH PL
2952,1517_282.03_22,8 HANNAH PLACE,8 HANNAH PL
2953,1517_282.03_23,6 HANNAH PLACE,6 HANNAH PL
2954,1517_282.03_24,4 HANNAH PLACE,4 HANNAH PLACE
2955,1517_282.04_1,49 VICARI WAY,49 VICARI WAY
2956,1517_282.04_2,25 HANNAH PLACE,25 HANNAH PL
2957,1517_282.04_3,21 HANNAH PLACE,21 HANNAH PL
2958,1517_282.04_4,19 HANNAH PLACE,19 HANNAH PL
2959,1517_282.04_5,15 HANNAH PLACE,15 HANNAH PL
2960,1517_282.04_6,13 HANNAH PLACE,13 HANNAH PL
2961,1517_282.04_7,11 HANNAH PLACE,11 HANNAH PL
2962,1517_282.04_9,7 HANNAH PLACE,3401 W END AVE #760W
2963,1517_282.04_10,5 HANNAH PLACE,5 HANNAH PL
2964,1517_282.04_11,3 HANNAH PLACE,3 HANNAH PL
2965,1517_282.04_12,65 VICARI WAY,65 VICARI WAY
2966,1517_282.04_13,63 VICARI WAY,63 VICARI WAY
2967,1517_282.04_14,61 VICARI WAY,61 VICARI WAY
2968,1517_282.04_15,59 VICARI WAY,59 VICARI WAY
2969,1517_282.04_16,57 VICARI WAY,57 VICARI WAY
2970,1517_282.04_17,55 VICARI WAY,55 VICARI WAY
2971,1517_282.04_18,53 VICARI WAY,53 VICARI WAY
2972,1517_282.04_19,51 VICARI WAY,51 VICARI WAY
2973,1517_282.05_1,40 VICARI WAY,40 VICARI WAY
2974,1517_282.05_3,44 VICARI WAY,44 VICARI WAY
2975,1517_282.05_4,46 VICARI WAY,46 VICARI WAY
2976,1517_282.05_5,48 VICARI WAY,48 VICARI WAY
2977,1517_282.05_6,50 VICARI WAY,50 VICARI WAY
2978,1517_282.05_7,10 LIPPINCOTT DRIVE,10 LIPPINCOTT DR
2979,1517_282.05_8,12 LIPPINCOTT DRIVE,12 LIPPINCOTT DR
2980,1517_282.05_9,14 LIPPINCOTT DRIVE,14 LIPPINCOTT DR
2981,1517_282.05_10,16 LIPPINCOTT DRIVE,16 LIPPINCOTT DR
2982,1517_282.05_11,18 LIPPINCOTT DRIVE,18 LIPPINCOTT DR
2983,1517_283_1,UNNAMED ROAD,41 BRIARWOOD DR
2984,1517_284_1,UNNAMED ROAD,41 BRIARWOOD DR
2985,1517_284_4,WEST OF CENTER STREET,1510 RTE 539
2986,1517_284_6.02,CENTER STREET,665 RADIO RD
2987,1517_284_6.03,2 STONE GATE DRIVE,2 STONE GATE DR
2988,1517_284_6.04,4 STONE GATE DRIVE,4 STONE GATE DR
2989,1517_284_6.05,6 STONE GATE DRIVE,6 STONE GATE DR
2990,1517_284_6.06,8 STONE GATE DRIVE,8 STONE GATE DR
2991,1517_284_6.07,10 STONE GATE DRIVE,10 STONE GATE DR
2992,1517_284_6.08,12 STONE GATE DRIVE,12 STONE GATE DR
2993,1517_284_6.09,14 STONE GATE DRIVE,14 STONE GATE DR
2994,1517_284_6.10,16 STONE GATE DRIVE,16 STONE GATE DR
2995,1517_284_6.11,18 STONE GATE DRIVE,18 STONE GATE DR
2996,1517_284_6.12,20 STONE GATE DRIVE,20 STONE GATE DR
2997,1517_284_6.13,22 STONE GATE DRIVE,22 STONE GATE DR
2998,1517_284_6.14,24 STONE GATE DRIVE,24 STONE GATE DR
2999,1517_284_6.15,26 STONE GATE DRIVE,26 STONE GATE DR
3000,1517_284_6.16,28 STONE GATE DRIVE,28 STONE GATE DR
3001,1517_284_6.18,32 STONE GATE DRIVE,32 STONE GATE DR
3002,1517_284_6.19,34 STONE GATE DRIVE,34 STONE GATE DR
3003,1517_284_6.20,36 STONE GATE DRIVE,36 STONE GATE DR
3004,1517_284_6.21,38 STONE GATE DRIVE,38 STONE GATE DR
3005,1517_284_6.22,40 STONE GATE DRIVE,43 WATERS EDGE DR
3006,1517_284_6.23,42 STONE GATE DRIVE,42 STONE GATE DR
3007,1517_284_6.24,44 STONE GATE DRIVE,44 STONE GATE DR
3008,1517_284_6.25,46 STONE GATE DRIVE,46 STONE GATE DR
3009,1517_284_6.26,4 SPRINGATE COURT,4 SPRINGATE CT
3010,1517_284_6.27,6 SPRINGATE COURT,6 SPRINGATE CT
3011,1517_284_6.28,8 SPRINGATE COURT,8 SPRINGATE CT
3012,1517_284_6.30,12 SPRINGATE COURT,12 SPRINGATE CT
3013,1517_284_6.31,14 SPRINGATE COURT,14 SPRINGATE CT
3014,1517_284_6.32,SPRINGATE COURT,829 RADIO RD
3015,1517_284_6.33,SPRINGATE COURT,665 RADIO RD
3016,1517_284_6.35,19 SPRINGATE COURT,19 SPRINGATE CT
3017,1517_284_6.36,17 SPRINGATE COURT,17 SPRINGATE CT
3018,1517_284_6.37,15 SPRINGATE COURT,15 SPRINGATE CT
3019,1517_284_6.38,13 SPRINGATE COURT,13 SPRINGGATE CT
3020,1517_284_6.39,11 SPRINGATE COURT,11 SPRINGATE CT
3021,1517_284_6.40,9 SPRINGATE COURT,9 SPRINGATE CT
3022,1517_284_6.41,7 SPRINGATE COURT,7 SPRINGATE CT
3023,1517_284_6.42,5 SPRINGATE COURT,5 SPRINGATE CT
3024,1517_284_6.43,3 SPRINGATE COURT,3 SPRINGATE CT
3025,1517_284_6.44,48 STONE GATE DRIVE,48 STONE GATE DR
3026,1517_284_6.45,50 STONE GATE DRIVE,50 STONE GATE DR
3027,1517_284_6.46,52 STONE GATE DRIVE,52 STONE GATE DR
3028,1517_284_6.47,54 STONE GATE DRIVE,54 STONE GATE DR
3029,1517_284_6.48,56 STONE GATE DRIVE,56 STONE GATE DR
3030,1517_284_6.49,58 STONE GATE DRIVE,58 STONE GATE DR
3031,1517_284_6.50,60 STONE GATE DRIVE,60 STONE GATE DR
3032,1517_284_6.51,62 STONE GATE DRIVE,218-05 HILLSIDE AVE #3E
3033,1517_284_6.52,64 STONE GATE DRIVE,64 STONE GATE DR
3034,1517_284_6.53,28 FALKINBURG DRIVE,28 FALKINBURG DR
3035,1517_284_6.54,30 FALKINBURG DRIVE,PO BOX 1838
3036,1517_284_6.55,32 FALKINBURG DRIVE,32 FALKINBURG DR
3037,1517_284_6.56,31 FALKINBURG DRIVE,31 FALKINBURG DR
3038,1517_284_6.57,29 FALKINBURG DRIVE,29 FALKINBURG DR
3039,1517_284_6.58,27 FALKINBURG DRIVE,27 FALKINBURG DR
3040,1517_284_6.59,25 FALKINBURG DRIVE,25 FALKINBURG DR
3041,1517_284_6.60,23 FALKINBURG DRIVE,204 LAKE CRYSTALBROOK DR
3042,1517_284_6.61,21 FALKINBURG DRIVE,21 FALKINBURG DR
3043,1517_284_6.62,19 FALKINBURG DRIVE,19 FALKINBURG DR
3044,1517_284_6.63,17 FALKINBURG DRIVE,17 FALKINBURG DR
3045,1517_284_6.64,15 FALKINBURG DRIVE,15 FALKINBURG DR
3046,1517_284_6.65,13 FALKINBURG DRIVE,13 FALKINBURG DR
3047,1517_284_6.66,11 FALKINBURG DRIVE,17 LINDEN ST
3048,1517_284_6.68,7 FALKINBURG DRIVE,7 FALKINBURG DR
3049,1517_284_6.69,5 FALKINBURG DRIVE,5 FALKINBURG DR
3050,1517_284_6.70,3 FALKINBURG DRIVE,3 FALKINBURG DR
3051,1517_284_6.71,1 FALKINBURG DRIVE,1 FALKINBURG DR
3052,1517_284_7.01,OFF MATHISTOWN ROAD,"823 RADIO RD, PO BOX 660"
3053,1517_284_9,300 MATHISTOWN ROAD,"823 RADIO RD, PO BOX 660"
3054,1517_284_14,2 HIGH RIDGE ROAD,2 HIGH RIDGE RD
3055,1517_284_15,4 HIGH RIDGE ROAD,4 HIGH RIDGE RD
3056,1517_284_16,6 HIGH RIDGE ROAD,6 HIGH RIDGE RD
3057,1517_284_17,8 HIGH RIDGE ROAD,8 HIGH RIDGE RD
3058,1517_284_18,10 HIGH RIDGE ROAD,10 HIGH RIDGE RD
3059,1517_284_19,12 HIGH RIDGE ROAD,12 HIGH RIDGE RD
3060,1517_284_20,14 HIGH RIDGE ROAD,14 HIGH RIDGE RD
3061,1517_284_21,16 HIGH RIDGE ROAD,16 HIGH RIDGE RD
3062,1517_284_22,18 HIGH RIDGE ROAD,18 HIGH RIDGE RD
3063,1517_284_23,20 HIGH RIDGE ROAD,20 HIGH RIDGE RD
3064,1517_284_24,22 HIGH RIDGE ROAD,22 HIGH RIDGE RD
3065,1517_284_25,24 HIGH RIDGE ROAD,24 HIGH RIDGE RD
3066,1517_284_27,21 HIGH RIDGE ROAD,21 HIGH RIDGE RD
3067,1517_284_28,19 HIGH RIDGE ROAD,19 HIGH RIDGE RD
3068,1517_284_29,17 HIGH RIDGE ROAD,17 HIGH RIDGE RD
3069,1517_284_30,15 HIGH RIDGE ROAD,15 HIGH RIDGE RD
3070,1517_284_31,13 HIGH RIDGE ROAD,10 SILVER LAKE CT
3071,1517_284_33,9 HIGH RIDGE ROAD,9 HIGH RIDGE RD
3072,1517_284_34,7 HIGH RIDGE ROAD,7 HIGH RIDGE RD
3073,1517_284_35,1 HIGH RIDGE ROAD,1 HIGH RIDGE RD
3074,1517_284.01_1,3 CROSS CREEK DRIVE,3 CROSS CREEK DR
3075,1517_284.01_2,4 FALKINBURG DRIVE,4 FALKINBURG DR
3076,1517_284.01_3,6 FALKINBURG DRIVE,6 FALKINBURG DR
3077,1517_284.01_4,8 FALKINBURG DRIVE,8 FALKINBURG DR
3078,1517_284.01_5,10 FALKINBURG DRIVE,10 FALKINBURG DR
3079,1517_284.01_6,12 FALKINBURG DRIVE,12 FALKINBURG DR
3080,1517_284.01_7,14 FALKINBURG DRIVE,14 FALKINBURG DR
3081,1517_284.01_8,16 FALKINBURG DRIVE,16 FALKINBURG DR
3082,1517_284.01_9,18 FALKINBURG DRIVE,18 FALKINBURG DR
3083,1517_284.01_10,20 FALKINBURG DRIVE,20 FALKINBURG DR
3084,1517_284.01_12,61 STONE GATE DRIVE,61 STONE GATE DR
3085,1517_284.01_13,19 CROSS CREEK DRIVE,19 CROSS CREEK DR
3086,1517_284.01_14,17 CROSS CREEK DRIVE,17 CROSS CREEK DR
3087,1517_284.01_15,2 HOMETOWN COURT,2 HOMETOWN CT
3088,1517_284.01_16,4 HOMETOWN COURT,4 HOMETOWN CT
3089,1517_284.01_18,7 HOMETOWN COURT,7 HOMETOWN CT
3090,1517_284.01_19,5 HOMETOWN COURT,5 HOMETOWN CT
3091,1517_284.01_20,9 CROSS CREEK DRIVE,9 CROSS CREEK DR
3092,1517_284.01_21,7 CROSS CREEK DRIVE,7 CROSS CREEK DR
3093,1517_284.02_1,7 STONE GATE DRIVE,7 STONE GATE DR
3094,1517_284.02_2,5 STONE GATE DRIVE,5 STONE GATE DR
3095,1517_284.02_3,8 CROSS CREEK DRIVE,8 CROSS CREEK DR
3096,1517_284.02_4,10 CROSS CREEK DRIVE,10 CROSS CREEK DR
3097,1517_284.02_5,12 CROSS CREEK DRIVE,12 CROSS CREEK DR
3098,1517_284.02_6,14 CROSS CREEK DRIVE,14 CROSS CREEK DR
3099,1517_284.02_7,16 CROSS CREEK DRIVE,16 CROSS CREEK DR
3100,1517_284.02_9,20 CROSS CREEK DRIVE,20 CROSS CREEK DR
3101,1517_284.02_10,59 STONE GATE DRIVE,59 STONE GATE DR
3102,1517_284.02_11,57 STONE GATE DRIVE,57 STONE GATE DR
3103,1517_284.02_12,55 STONE GATE DRIVE,55 STONE GATE DR
3104,1517_284.02_13,53 STONE GATE DRIVE,53 STONE GATE DR
3105,1517_284.02_14,51 STONE GATE DRIVE,51 STONE GATE DR
3106,1517_284.02_15,47 STONE GATE DRIVE,47 STONE GATE DR
3107,1517_284.02_16,45 STONE GATE DRIVE,45 STONE GATE DR
3108,1517_284.02_18,37 STONE GATE DRIVE,37 STONE GATE DR
3109,1517_284.02_19,35 STONE GATE DRIVE,35 STONE GATE DR
3110,1517_284.02_20,33 STONE GATE DRIVE,33 STONE GATE DR
3111,1517_284.02_21,31 STONE GATE DRIVE,31 STONE GATE DR
3112,1517_284.02_23,27 STONE GATE DRIVE,27 STONE GATE DR
3113,1517_284.02_24,25 STONE GATE DRIVE,25 STONE GATE DR
3114,1517_284.02_25,23 STONE GATE DRIVE,23 STONE GATE DR
3115,1517_284.02_26,19 STONE GATE DRIVE,19 STONE GATE DR
3116,1517_284.02_27,17 STONE GATE DRIVE,17 STONE GATE DR
3117,1517_284.02_28,2 COBBLESTONE LANE,2 COBBLESTONE LN
3118,1517_284.02_29,4 COBBLESTONE LANE,4 COBBLESTONE LN
3119,1517_284.02_30,6 COBBLESTONE LANE,6 COBBLESTONE LN
3120,1517_284.02_31,8 COBBLESTONE LANE,8 COBBLESTONE LN
3121,1517_284.02_32,10 COBBLESTONE LANE,10 COBBLESTONE LN
3122,1517_284.02_33,12 COBBLESTONE LANE,12 COBBLESTONE LN
3123,1517_284.02_34,14 COBBLESTONE LANE,14 COBBLESTONE LN
3124,1517_284.02_35,16 COBBLESTONE LANE,16 COBBLESTONE LN
3125,1517_284.02_36,18 COBBLESTONE LANE,18 COBBLESTONE LN
3126,1517_284.02_37,19 COBBLESTONE LANE,19 COBBLESTONE LN
3127,1517_284.02_38,17 COBBLESTONE LANE,17 COBBLESTONE LN
3128,1517_284.02_39,15 COBBLESTONE LANE,15 COBBLESTONE LN
3129,1517_284.02_40,13 COBBLESTONE LANE,13 COBBLESTONE LN
3130,1517_284.02_41,11 COBBLESTONE LANE,11 COBBLESTONE LN
3131,1517_284.02_42,9 COBBLESTONE LANE,9 COBBLESTONE LN
3132,1517_284.02_43,7 COBBLESTONE LANE,7 COBBLESTONE LN
3133,1517_284.02_44,5 COBBLESTONE LANE,5 COBBLESTONE LN
3134,1517_285_10.01,450 RADIO ROAD,450 RADIO RD
3135,1517_285_11.04,1 NAUTIC WAY,1 NAUTIC WAY
3136,1517_285_11.05,3 NAUTIC WAY,3 NAUTIC WAY
3137,1517_285_11.06,5 NAUTIC WAY,5 NAUTIC WAY
3138,1517_285_11.07,7 NAUTIC WAY,7 NAUTIC WAY
3139,1517_285_11.08,9 NAUTIC WAY,9 NAUTIC WAY
3140,1517_285_11.09,11 NAUTIC WAY,11 NAUTIC WAY
3141,1517_285_11.11,15 NAUTIC WAY,15 NAUTIC WAY
3142,1517_285_11.12,17 NAUTIC WAY,17 NAUTIC WAY
3143,1517_285_11.13,19 NAUTIC WAY,19 NAUTIC WAY
3144,1517_285_11.14,21 NAUTIC WAY,21 NAUTIC WAY
3145,1517_285_11.15,23 NAUTIC WAY,23 NAUTIC WAY
3146,1517_285_11.16,25 NAUTIC WAY,25 NAUTIC WAY
3147,1517_285_11.17,27 NAUTIC WAY,27 NAUTIC WAY
3148,1517_285_11.18,29 NAUTIC WAY,29 NAUTIC WAY
3149,1517_285_11.19,31 NAUTIC WAY,31 NAUTIC WAY
3150,1517_285_11.20,33 NAUTIC WAY,33 NAUTIC WAY
3151,1517_285_11.21,35 NAUTIC WAY,35 NAUTIC WAY
3152,1517_285_11.22,37 NAUTIC WAY,37 NAUTIC WAY
3153,1517_285_11.23,39 NAUTIC WAY,39 NAUTIC WAY
3154,1517_285_11.24,41 NAUTIC WAY,41 NAUTIC WAY
3155,1517_285_11.25,43 NAUTIC WAY,43 NAUTIC WAY
3156,1517_285_11.26,45 NAUTIC WAY,45 NAUTIC WAY
3157,1517_285_11.27,47 NAUTIC WAY,47 NAUTIC WAY
3158,1517_285_11.28,49 NAUTIC WAY,49 NAUTIC WAY
3159,1517_285_11.29,51 NAUTIC WAY,51 NAUTIC WAY
3160,1517_285_11.30,55 WINDSTAR DRIVE,55 WINDSTAR DR
3161,1517_285_11.31,57 WINDSTAR DRIVE,57 WINDSTAR DR
3162,1517_285_11.32,59 WINDSTAR DRIVE,59 WINDSTAR DR
3163,1517_285_11.33,61 WINDSTAR DRIVE,61 WINDSTAR DR
3164,1517_285_11.34,63 WINDSTAR DRIVE,63 WINDSTAR DR
3165,1517_285_11.35,65 WINDSTAR DRIVE,65 WINDSTAR DR
3166,1517_285_11.36,67 WINDSTAR DRIVE,67 WINDSTAR DR
3167,1517_285_11.38,71 WINDSTAR DRIVE,71 WINDSTAR DR
3168,1517_285_11.39,73 WINDSTAR DRIVE,73 WINDSTAR DR
3169,1517_285_11.40,75 WINDSTAR DRIVE,75 WINDSTAR DR
3170,1517_285_11.41,77 WINDSTAR DRIVE,77 WINDSTAR DR
3171,1517_285_11.42,79 WINDSTAR DRIVE,79 WINDSTAR DR
3172,1517_285_11.43,81 WINDSTAR DRIVE,81 WINDSTAR DR
3173,1517_285_11.44,83 WINDSTAR DRIVE,83 WINDSTAR DR
3174,1517_285_11.45,85 WINDSTAR DRIVE,85 WINDSTAR DR
3175,1517_285_11.46,87 WINDSTAR DRIVE,87 WINDSTAR DR
3176,1517_285_11.47,89 WINDSTAR DRIVE,89 WINDSTAR DR
3177,1517_285_11.48,91 WINDSTAR DRIVE,91 WINDSTAR DR
3178,1517_285_11.49,93 WINDSTAR DRIVE,93 WINDSTAR DR
3179,1517_285_11.50,95 WINDSTAR DRIVE,95 WINDSTAR DR
3180,1517_285_11.51,99 WINDSTAR DRIVE,99 WINDSTAR DR
3181,1517_285_11.52,101 WINDSTAR DRIVE,101 WINDSTAR DR
3182,1517_285_11.53,103 WINDSTAR DRIVE,103 WINDSTAR DR
3183,1517_285_11.54,105 WINDSTAR DRIVE,105 WINDSTAR DR
3184,1517_285_13.07,160 MATHISTOWN ROAD,160 MATHISTOWN RD
3185,1517_285_18,RADIO ROAD,PO BOX 1733
3186,1517_285_18_C0013,712 PINE VALLEY COURT,829 RADIO RD
3187,1517_285_18_C0016,714 PINE VALLEY COURT,829 RADIO RD
3188,1517_285_18_C0026,922 PINE VALLEY COURT,829 RADIO RD
3189,1517_285_18_C0027,932 PINE VALLEY COURT,829 RADIO RD
3190,1517_285_18_C0028,914 PINE VALLEY COURT,914 PINE VALLEY CT
3191,1517_285_18_C0029,924 PINE VALLEY COURT,125 S FORECASTLE DR
3192,1517_285_18_C0030,934 PINE VALLEY COURT,829 RADIO RD
3193,1517_285_18_C0031,938 PINE VALLEY COURT,938 PINE VALLEY CT
3194,1517_285_18_C0032,928 PINE VALLEY COURT,928 PINE VALLEY CT
3195,1517_285_18_C0034,936 PINE VALLEY COURT,829 RADIO RD
3196,1517_285_18_C0035,926 PINE VALLEY COURT,829 RADIOR RD
3197,1517_285_18_C0036,916 PINE VALLEY COURT,829 RADIO RD
3198,1517_285_18_C0043,838 PINE VALLEY COURT,829 RADIO RD
3199,1517_285_18_C0049,638 PINE VALLEY COURT,829 RADIO RD
3200,1517_285_18_C0050,628 PINE VALLEY COURT,829 RADIO RD
3201,1517_285_18_C0052,636 PINE VALLEY COURT,829 RADIO RD
3202,1517_285_18_C0053,626 PINE VALLEY COURT,829 RADIO RD
3203,1517_285_18_C0054,616 PINE VALLEY COURT,829 RADIO RD
3204,1517_285_18_C0055,612 PINE VALLEY COURT,829 RADIO RD
3205,1517_285_18_C0056,622 PINE VALLEY COURT,829 RADIO RD
3206,1517_285_18_C0057,632 PINE VALLEY COURT,829 RADIO RD
3207,1517_285_18_C0058,614 PINE VALLEY COURT,829 RADIO RD
3208,1517_285_18_C0059,624 PINE VALLEY COURT,829 RADIO RD
3209,1517_285_18_C0060,634 PINE VALLEY COURT,829 RADIO RD
3210,1517_285_18_C0061,412 PINE VALLEY COURT,829 RADIO ROAD
3211,1517_285_18_C0062,422 PINE VALLEY COURT,829 RADIO RD
3212,1517_285_18_C0063,424 PINE VALLEY COURT,829 RADIO RD
3213,1517_285_18_C0064,414 PINE VALLEY COURT,829 RADIO RD
3214,1517_285_18_C0065,428 PINE VALLEY COURT,829 RADIO RD
3215,1517_285_18_C0066,418 PINE VALLEY COURT,829 RADIO RD
3216,1517_285_18_C0067,416 PINE VALLEY COURT,829 RADIO RD
3217,1517_285_18_C0068,426 PINE VALLEY COURT,829 RADIO RD
3218,1517_285_18_C0069,212 PINE VALLEY COURT,829 RADIO ROAD
3219,1517_285_18_C0070,222 PINE VALLEY COURT,829 RADIO ROAD
3220,1517_285_18_C0071,224 PINE VALLEY COURT,829 RADIO RD
3221,1517_285_18_C0072,214 PINE VALLEY COURT,829 RADIO RD
3222,1517_285_18_C0073,228 PINE VALLEY COURT,829 RADIO RD
3223,1517_285_18_C0074,218 PINE VALLEY COURT,829 RADIO RD
3224,1517_285_18_C0075,216 PINE VALLEY COURT,829 RADIO RD
3225,1517_285_18_C0076,226 PINE VALLEY COURT,829 RADIO RD
3226,1517_285_18_C0077,111 PINE VALLEY COURT,111 PINE VALLEY CT
3227,1517_285_18_C0078,113 PINE VALLEY COURT,829 RADIO RD
3228,1517_285_18_C0079,117 PINE VALLEY COURT,829 RADIO RD
3229,1517_285_18_C0080,115 PINE VALLEY COURT,829 RADIO RD
3230,1517_285_18_C0081,121 PINE VALLEY COURT,829 RADIO RD
3231,1517_285_18_C0082,123 PINE VALLEY COURT,829 RADIO RD
3232,1517_285_18_C0083,127 PINE VALLEY COURT,829 RADIO RD
3233,1517_285_18_C0084,125 PINE VALLEY COURT,829 RADIO RD
3234,1517_285_18_C0085,311 PINE VALLEY COURT,829 RADIO RD
3235,1517_285_18_C0086,313 PINE VALLEY COURT,829 RADIO RD
3236,1517_285_18_C0087,317 PINE VALLEY COURT,829 RADIO RD
3237,1517_285_18_C0088,315 PINE VALLEY COURT,829 RADIO RD
3238,1517_285_18_C0089,321 PINE VALLEY COURT,829 RADIO RD
3239,1517_285_18_C0090,323 PINE VALLEY COURT,829 RADIO RD
3240,1517_285_18_C0091,327 PINE VALLEY COURT,829 RADIO RD
3241,1517_285_18_C0092,325 PINE VALLEY COURT,829 RADIO RD
3242,1517_285_18.01,CENTER STREET,"823 RADIO RD, PO BOX 660"
3243,1517_285_19.02,9 TOWNHOUSE LANE,9 TOWNHOUSE LN
3244,1517_285_19.04,17 TOWNHOUSE LANE,17 TOWNHOUSE LN
3245,1517_285_19.08,33 TOWNHOUSE LANE,33 TOWNHOUSE LN
3246,1517_285_19.10,41 TOWNHOUSE LANE,41 TOWNHOUSE LN
3247,1517_285_19.11,45 TOWNHOUSE LANE,45 TOWNHOUSE LN
3248,1517_285_19.19,77 TOWNHOUSE LANE,77 TOWNHOUSE LN
